id,identifier,type_id1,type_id2,evolvesFromID,evolutionChainID,description
570,zorua,dark,none,0,291,To protect themselves from danger&#44; they hide their true identities by transforming into people and Pokémon.
571,zoroark,dark,none,570,291,Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.
572,minccino,normal,none,0,292,These Pokémon prefer a tidy habitat. They are always sweeping and dusting&#44; using their tails as brooms.
573,cinccino,normal,none,572,292,Cinccino’s body is coated in a special oil that helps it deflect attacks&#44; such as punches.
574,gothita,psychic,none,0,293,They intently observe both Trainers and Pokémon. Apparently&#44; they are looking at something that only Gothita can see.
575,gothorita,psychic,none,574,293,According to many old tales&#44; it creates friends for itself by controlling sleeping children on starry nights.
576,gothitelle,psychic,none,575,293,They can predict the future from the placement and movement of the stars. They can see Trainers’ life spans.
577,solosis,psychic,none,0,294,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.
578,duosion,psychic,none,577,294,When their two divided brains think the same thoughts&#44; their psychic power is maximized.
579,reuniclus,psychic,none,578,294,When Reuniclus shake hands&#44; a network forms between their brains&#44; increasing their psychic power.
580,ducklett,water,flying,0,295,They are better at swimming than flying&#44; and they happily eat their favorite food&#44; peat moss&#44; as they dive underwater.
581,swanna,water,flying,580,295,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.
582,vanillite,ice,none,0,296,This Pokémon formed from icicles bathed in energy from the morning sun. It sleeps buried in snow.
583,vanillish,ice,none,582,296,Snowy mountains are this Pokémon’s habitat. During an ancient ice age&#44; they moved to southern areas.
584,vanilluxe,ice,none,583,296,Swallowing large amounts of water&#44; they make snow clouds inside their bodies and&#44; when angry&#44; cause violent blizzards.
585,deerling,normal,grass,0,297,The turning of the seasons changes the color and scent of this Pokémon’s fur. People use it to mark the seasons.
586,sawsbuck,normal,grass,585,297,They migrate according to the seasons&#44; so some people call Sawsbuck the harbingers of spring.
587,emolga,electric,flying,0,298,The energy made in its cheeks’ electric pouches is stored inside its membrane and released while it is gliding.
588,karrablast,bug,none,0,299,For some reason they evolve when they receive electrical energy while they are attacking Shelmet.
589,escavalier,bug,steel,588,299,These Pokémon evolve by wearing the shell covering of a Shelmet. The steel armor protects their whole body.
590,foongus,grass,poison,0,300,It lures Pokémon with its pattern that looks just like a Poké Ball&#44; then releases poison spores.
591,amoonguss,grass,poison,590,300,It lures prey close by dancing and waving its arm caps&#44; which resemble Poké Balls&#44; in a swaying motion.
592,frillish,water,ghost,0,301,If its veil-like arms stun and wrap a foe&#44; that foe will be dragged miles below the surface&#44; never to return.
593,jellicent,water,ghost,592,301,The fate of the ships and crew that wander into Jellicent’s habitat: all sunken&#44; all lost&#44; all vanished.
594,alomomola,water,none,0,302,It gently holds injured and weak Pokémon in its fins. Its special membrane heals their wounds.
595,joltik,bug,electric,0,303,They attach themselves to large-bodied Pokémon and absorb static electricity&#44; which they store in an electric pouch.
596,galvantula,bug,electric,595,303,When attacked&#44; they create an electric barrier by spitting out many electrically charged threads.
597,ferroseed,grass,steel,0,304,It absorbs the iron it finds in the rock while clinging to the ceiling. It shoots spikes when in danger.
598,ferrothorn,grass,steel,597,304,They attach themselves to cave ceilings&#44; firing steel spikes at targets passing beneath them.
599,klink,steel,none,0,305,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.
600,klang,steel,none,599,305,A minigear and big gear comprise its body. If the minigear it launches at a foe doesn’t return&#44; it will die.
601,klinklang,steel,none,600,305,Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.
602,tynamo,electric,none,0,306,One alone can emit only a trickle of electricity&#44; so a group of them gathers to unleash a powerful electric shock.
603,eelektrik,electric,none,602,306,These Pokémon have a big appetite. When they spot their prey&#44; they attack it and paralyze it with electricity.
604,eelektross,electric,none,603,306,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.
605,elgyem,psychic,none,0,307,Rumors of its origin are linked to a UFO crash site in the desert 50 years ago.
606,beheeyem,psychic,none,605,307,It uses psychic power to control an opponent’s brain and tamper with its memories.
607,litwick,ghost,fire,0,308,Litwick shines a light that absorbs the life energy of people and Pokémon&#44; which becomes the fuel that it burns.
608,lampent,ghost,fire,607,308,It arrives near the moment of death and steals spirit from the body.
609,chandelure,ghost,fire,608,308,The spirits burned up in its ominous flame lose their way and wander this world forever.
610,axew,dragon,none,0,309,They mark their territory by leaving gashes in trees with their tusks. If a tusk breaks&#44; a new one grows in quickly.
611,fraxure,dragon,none,610,309,A broken tusk will not grow back&#44; so it diligently sharpens its tusks on river rocks after the end of a battle.
612,haxorus,dragon,none,611,309,Their sturdy tusks will stay sharp even if used to cut steel beams. These Pokémon are covered in hard armor.
613,cubchoo,ice,none,0,310,Their snot is a barometer of health. When healthy&#44; their snot is sticky and the power of their ice moves increases.
614,beartic,ice,none,613,310,It freezes its breath to create fangs and claws of ice to fight with. Cold northern areas are its habitat.
615,cryogonal,ice,none,0,311,They are composed of ice crystals. They capture prey with chains of ice&#44; freezing the prey at -148 degrees Fahrenheit.
616,shelmet,bug,none,0,312,It evolves when bathed in an electric-like energy along with Karrablast. The reason is still unknown.
617,accelgor,bug,none,616,312,When its body dries out&#44; it weakens. So&#44; to prevent dehydration&#44; it wraps itself in many layers of thin membrane.
618,stunfisk,ground,electric,0,313,It conceals itself in the mud of the seashore. Then it waits. When prey touch it&#44; it delivers a jolt of electricity.
619,mienfoo,fighting,none,0,314,In fights&#44; they dominate with onslaughts of flowing&#44; continuous attacks. With their sharp claws&#44; they cut enemies.
620,mienshao,fighting,none,619,314,Using the long fur on its arms like whips&#44; it launches into combo attacks that&#44; once started&#44; no one can stop.
621,druddigon,dragon,none,0,315,It warms its body by absorbing sunlight with its wings. When its body temperature falls&#44; it can no longer move.
622,golett,ground,ghost,0,316,Ancient science fashioned this Pokémon from clay. It’s been active for thousands of years.
623,golurk,ground,ghost,622,316,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.
624,pawniard,dark,steel,0,317,Ignoring their injuries&#44; groups attack by sinking the blades that cover their bodies into their prey.
625,bisharp,dark,steel,624,317,Bisharp pursues prey in the company of a large group of Pawniard. Then Bisharp finishes off the prey.
626,bouffalant,normal,none,0,318,Their fluffy fur absorbs damage&#44; even if they strike foes with a fierce headbutt.
627,rufflet,normal,flying,0,319,They will challenge anything&#44; even strong opponents&#44; without fear. Their frequent fights help them become stronger.
628,braviary,normal,flying,627,319,They fight for their friends without any thought about danger to themselves. One can carry a car while flying.
629,vullaby,dark,flying,0,320,Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.
630,mandibuzz,dark,flying,629,320,Watching from the sky&#44; they swoop to strike weakened Pokémon on the ground. They decorate themselves with bones.
631,heatmor,fire,none,0,321,It draws in air through its tail&#44; transforms it into fire&#44; and uses it like a tongue. It melts Durant and eats them.
632,durant,bug,steel,0,322,They attack in groups&#44; covering themselves in steel armor to protect themselves from Heatmor.
633,deino,dark,dragon,0,323,Lacking sight&#44; it’s unaware of its surroundings&#44; so it bumps into things and eats anything that moves.
634,zweilous,dark,dragon,633,323,After it has eaten up all the food in its territory&#44; it moves to another area. Its two heads do not get along.
635,hydreigon,dark,dragon,634,323,It responds to movement by attacking. This scary&#44; three-headed Pokémon devours everything in its path!
636,larvesta,bug,fire,0,324,The base of volcanoes is where they make their homes. They shoot fire from their five horns to repel attacking enemies.
637,volcarona,bug,fire,636,324,When volcanic ash darkened the atmosphere&#44; it is said that Volcarona’s fire provided a replacement for the sun.
638,cobalion,steel,fighting,0,325,It has a body and heart of steel. It worked with its allies to punish people when they hurt Pokémon.
639,terrakion,rock,fighting,0,326,Spoken of in legend&#44; this Pokémon used its phenomenal power to destroy a castle in its effort to protect Pokémon.
640,virizion,grass,fighting,0,327,Legends say this Pokémon confounded opponents with its swift movements.
641,tornadus-incarnate,flying,none,0,328,Tornadus expels massive energy from its tail&#44; causing severe storms. Its power is great enough to blow houses away.
642,thundurus-incarnate,electric,flying,0,329,As it flies around&#44; it shoots lightning all over the place and causes forest fires. It is therefore disliked.
643,reshiram,dragon,fire,0,330,When Reshiram’s tail flares&#44; the heat energy moves the atmosphere and changes the world’s weather.
644,zekrom,dragon,electric,0,331,Concealing itself in lightning clouds&#44; it flies throughout the Unova region. It creates electricity in its tail.
645,landorus-incarnate,ground,flying,0,332,From the forces of lightning and wind&#44; it creates energy to give nutrients to the soil and make the land abundant.
646,kyurem,dragon,ice,0,333,It generates a powerful&#44; freezing energy inside itself&#44; but its body became frozen when the energy leaked out.
647,keldeo-ordinary,water,fighting,0,334,When it is resolute&#44; its body fills with power and it becomes swifter. Its jumps are then too fast to follow.
648,meloetta-aria,normal,psychic,0,335,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.
649,genesect,bug,steel,0,336,This Pokémon existed 300 million years ago. Team Plasma altered it and attached a cannon to its back.
650,chespin,grass,none,0,337,Such a thick shell of wood covers its head and back that even a direct hit from a truck wouldn’t faze it.
651,quilladin,grass,none,650,337,They strengthen their lower bodies by running into one another. They are very kind and won’t start fights.
652,chesnaught,grass,fighting,651,337,When it takes a defensive posture with its fists guarding its face&#44; it could withstand a bomb blast.
653,fennekin,fire,none,0,338,As it walks&#44; it munches on a twig in place of a snack. It intimidates opponents by puffing hot air out of its ears.
654,braixen,fire,none,653,338,When the twig is plucked from its tail&#44; friction sets the twig alight. The flame is used to send signals to its allies.
655,delphox,fire,psychic,654,338,Using psychic power&#44; it generates a fiery vortex of 5&#44;400 degrees Fahrenheit&#44; incinerating foes swept into this whirl of flame.
656,froakie,water,none,0,339,It protects its skin by covering its body in delicate bubbles. Beneath its happy-go-lucky air&#44; it keeps a watchful eye on its surroundings.
657,frogadier,water,none,656,339,Its swiftness is unparalleled. It can scale a tower of more than 2&#44;000 feet in a minute’s time.
658,greninja,water,dark,657,339,It appears and vanishes with a ninja’s grace. It toys with its enemies using swift movements&#44; while slicing them with throwing stars of sharpest water.
659,bunnelby,normal,none,0,340,It has ears like shovels. Digging holes strengthens its ears so much that they can sever thick roots effortlessly.
660,diggersby,normal,ground,659,340,As powerful as an excavator&#44; its ears can reduce dense bedrock to rubble. When it’s finished digging&#44; it lounges lazily.
661,fletchling,normal,flying,0,341,Despite the beauty of its lilting voice&#44; it’s merciless to intruders that enter its territory.
662,fletchinder,fire,flying,661,341,The hotter the flame sac on its belly&#44; the faster it can fly&#44; but it takes some time to get the fire going.
663,talonflame,fire,flying,662,341,When attacking prey&#44; it can reach speeds of up to 310 mph. It finishes its prey off with a colossal kick.
664,scatterbug,bug,none,0,342,The powder that covers its body regulates its temperature&#44; so it can live in any region or climate.
665,spewpa,bug,none,664,342,The beaks of bird Pokémon can’t begin to scratch its stalwart body. To defend itself&#44; it spews powder.
666,vivillon,bug,flying,665,342,The patterns on this Pokémon’s wings depend on the climate and topography of its habitat. It scatters colorful scales.
667,litleo,fire,normal,0,343,They set off on their own from their pride and live by themselves to become stronger. These hot-blooded Pokémon are quick to fight.
668,pyroar,fire,normal,667,343,With fiery breath of more than 10&#44;000 degrees Fahrenheit&#44; they viciously threaten any challenger. The females protect the pride’s cubs.
669,flabebe,fairy,none,0,344,When it finds a flower it likes&#44; it dwells on that flower its whole life long. It floats in the wind’s embrace with an untroubled heart.
670,floette,fairy,none,669,344,When the flowers of a well-tended flower bed bloom&#44; it appears and celebrates with an elegant dance.
671,florges,fairy,none,670,344,In times long past&#44; governors of castles would invite Florges to create flower gardens to embellish the castle domains.
672,skiddo,grass,none,0,345,If it has sunshine and water&#44; it doesn’t need to eat&#44; because it can generate energy from the leaves on its back.
673,gogoat,grass,none,672,345,They inhabit mountainous regions. The leader of the herd is decided by a battle of clashing horns.
674,pancham,fighting,none,0,346,It does its level best to glare and pull a scary face&#44; but it can’t help grinning if anyone pats its head.
675,pangoro,fighting,dark,674,346,It charges ahead and bashes its opponents like a berserker&#44; uncaring about any hits it might take. Its arms are mighty enough to snap a telephone pole.
676,furfrou,normal,none,0,347,Historically&#44; in the Kalos region&#44; these Pokémon were the designated guardians of the king.
677,espurr,psychic,none,0,348,It has enough psychic energy to blast everything within 300 feet of itself&#44; but it has no control over its power.
678,meowstic-male,psychic,none,677,348,The eyeball patterns on the interior of its ears emit psychic energy. It keeps the patterns tightly covered because that power is too immense.
679,honedge,steel,ghost,0,349,If anyone dares to grab its hilt&#44; it wraps a blue cloth around that person’s arm and drains that person’s life energy completely.
680,doublade,steel,ghost,679,349,The complex attack patterns of its two swords are unstoppable&#44; even for an opponent greatly accomplished at swordplay.
681,aegislash-shield,steel,ghost,680,349,Apparently&#44; it can detect the innate qualities of leadership. According to legend&#44; whoever it recognizes is destined to become king.
682,spritzee,fairy,none,0,350,In the past&#44; rather than using perfume&#44; royal ladies carried a Spritzee that would waft a fragrance they liked.
683,aromatisse,fairy,none,682,350,Its scent is so overpowering that&#44; unless a Trainer happens to really enjoy the smell&#44; he or she will have a hard time walking alongside it.
684,swirlix,fairy,none,0,351,Because it eats nothing but sweets&#44; its fur is as sticky sweet as cotton candy.
685,slurpuff,fairy,none,684,351,Its sense of smell is 100 million times better than a human’s&#44; so even the faintest scent tells it about everything in the area. It’s like it can see with its nose!
686,inkay,dark,psychic,0,352,It flashes the light-emitting spots on its body&#44; which drains its opponent’s will to fight. It takes the opportunity to scuttle away and hide.
687,malamar,dark,psychic,686,352,It lures its prey close with hypnotic motions&#44; then wraps its tentacles around it before finishing it off with digestive fluids.
688,binacle,rock,water,0,353,They stretch and then contract&#44; yanking their rocks along with them in bold hops. They eat seaweed that washes up on the shoreline.
689,barbaracle,rock,water,688,353,Barbaracle’s legs and hands have minds of their own&#44; and they will move independently. But they usually follow the head’s orders.
690,skrelp,poison,water,0,354,It looks just like rotten kelp. It hides from foes while storing up power for its evolution.
691,dragalge,poison,dragon,690,354,Tales are told of ships that wander into seas where Dragalge live&#44; never to return.
692,clauncher,water,none,0,355,Through controlled explosions of internal gas&#44; it can expel water like a pistol shot. At close distances&#44; it can shatter rock.
693,clawitzer,water,none,692,355,By expelling water from the nozzle in the back of its claw&#44; it can move at a speed of 60 knots.
694,helioptile,electric,normal,0,356,The frills on either side of its head have cells that generate electricity when exposed to sunlight.
695,heliolisk,electric,normal,694,356,It stimulates its muscles with electricity&#44; boosting the strength in its legs and enabling it to run 100 yards in five seconds.
696,tyrunt,rock,dragon,0,357,Its immense jaws have enough destructive force that it can chew up an automobile. It lived 100 million years ago.
697,tyrantrum,rock,dragon,696,357,Nothing could stop this Pokémon 100 million years ago&#44; so it behaved like a king.
698,amaura,rock,ice,0,358,This calm Pokémon lived in a cold land where there were no violent predators like Tyrantrum.
699,aurorus,rock,ice,698,358,Using its diamond-shaped crystals&#44; it can instantly create a wall of ice to block an opponent’s attack.
700,sylveon,fairy,none,133,67,It wraps its ribbonlike feelers around the arm of its beloved Trainer and walks with him or her.
701,hawlucha,fighting,flying,0,359,With its wings&#44; it controls its position in the air. It likes to attack from above&#44; a maneuver that is difficult to defend against.
702,dedenne,electric,fairy,0,360,It uses its tail to absorb electricity from power plants or from outlets in houses&#44; and then it fires the electricity from its whiskers.
703,carbink,rock,fairy,0,361,It has slept underground for hundreds of millions of years since its birth. It’s occasionally found during the excavation of caves.
704,goomy,dragon,none,0,362,It’s covered in a slimy membrane that makes any punches or kicks slide off it harmlessly.
705,sliggoo,dragon,none,704,362,Its four horns are a high-performance radar system. It uses them to sense sounds and smells&#44; rather than using ears or a nose.
706,goodra,dragon,none,705,362,It attacks with retractable horns. It throws a punch that’s the equivalent of the force of a hundred pro boxers.
707,klefki,steel,fairy,0,363,It never lets go of a key that it likes&#44; so people give it the keys to vaults and safes as a way to prevent crime.
708,phantump,ghost,grass,0,364,According to old tales&#44; these Pokémon are stumps possessed by the spirits of children who died while lost in the forest.
709,trevenant,ghost,grass,708,364,Using its roots as a nervous system&#44; it controls the trees in the forest. It’s kind to the Pokémon that reside in its body.
710,pumpkaboo-average,ghost,grass,0,365,It is said to carry wandering spirits to the place where they belong so they can move on.
711,gourgeist-average,ghost,grass,710,365,It enwraps its prey in its hairlike arms. It sings joyfully as it observes the suffering of its prey.
712,bergmite,ice,none,0,366,Using air of -150 degrees Fahrenheit&#44; they freeze opponents solid. They live in herds above the snow line on mountains.
713,avalugg,ice,none,712,366,The way several Bergmite huddle on its back makes it look like an aircraft carrier made of ice.
714,noibat,flying,dragon,0,367,Even a robust wrestler will become dizzy and unable to stand when exposed to its 200&#44;000-hertz ultrasonic waves.
715,noivern,flying,dragon,714,367,The ultrasonic waves it emits from its ears can reduce a large boulder to pebbles. It swoops out of the dark to attack.
716,xerneas,fairy,none,0,368,When the horns on its head shine in seven colors&#44; it is said to be sharing everlasting life.
717,yveltal,dark,flying,0,369,When its life comes to an end&#44; it absorbs the life energy of every living thing and turns into a cocoon once more.
718,zygarde,dragon,ground,0,370,It’s hypothesized that it’s monitoring those who destroy the ecosystem from deep in the cave where it lives.
719,diancie,rock,fairy,0,371,It can instantly create many diamonds by compressing the carbon in the air between its hands.
720,hoopa,psychic,ghost,0,372,It is said to be able to seize anything it desires with its six rings and six huge arms. With its power sealed&#44; it is transformed into a much smaller form.
721,volcanion,fire,water,0,373,It expels its internal steam from the arms on its back. It has enough power to blow away a mountain.
722,rowlet,grass,flying,0,374,Silently it glides&#44; drawing near its targets. Before they even notice it&#44; it begins to pelt them with vicious kicks.
723,dartrix,grass,flying,722,374,It throws sharp feathers called blade quills at enemies or prey. It seldom misses.
724,decidueye,grass,ghost,723,374,Although basically cool and cautious&#44; when it’s caught by surprise&#44; it’s seized by panic.
725,litten,fire,none,0,375,It doesn’t allow its emotions to be easily seen. Earning its trust takes time. It prefers solitude.
726,torracat,fire,none,725,375,It boasts powerful front legs. With a single punch&#44; it can bend an iron bar right over.
727,incineroar,fire,dark,726,375,After hurling ferocious punches and flinging furious kicks&#44; it finishes opponents off by spewing fire from around its navel.
728,popplio,water,none,0,376,This Pokémon can control water bubbles. It practices diligently so it can learn to make big bubbles.
729,brionne,water,none,728,376,It cares deeply for its companions. When its Trainer is feeling down&#44; it performs a cheery dance to try and help.
730,primarina,water,fairy,729,376,Its singing voice is its chief weapon in battle. This Pokémon’s Trainer must prioritize the daily maintenance of its throat at all costs.
731,pikipek,normal,flying,0,377,This Pokémon feeds on berries&#44; whose leftover seeds become the ammunition for the attacks it fires off from its mouth.
732,trumbeak,normal,flying,731,377,By bending its beak&#44; it can produce a variety of calls and brand itself a noisy nuisance for its neighbors.
733,toucannon,normal,flying,732,377,Within its beak&#44; its internal gas ignites&#44; explosively launching seeds with enough power to pulverize boulders.
734,yungoos,normal,none,0,378,It wanders around in a never-ending search for food. At dusk&#44; it collapses from exhaustion and falls asleep on the spot.
735,gumshoos,normal,none,734,378,It adores having Rattata and Raticate for dinner&#44; but as it’s diurnal&#44; it never encounters them. This Pokémon boasts incredible patience.
736,grubbin,bug,none,0,379,They often gather near places frequented by electric Pokémon in order to avoid being attacked by bird Pokémon.
737,charjabug,bug,electric,736,379,From the food it digests&#44; it generates electricity&#44; and it stores this energy in its electric sac.
738,vikavolt,bug,electric,737,379,It produces electricity via an electrical organ in its abdomen. It overwhelms bird Pokémon with shocking beams of electrical energy.
739,crabrawler,fighting,none,0,380,It punches so much&#44; its pincers often come off from overuse&#44; but they grow back quickly. What little meat they contain is rich and delicious.
740,crabominable,fighting,ice,739,380,It just throws punches indiscriminately. In times of desperation&#44; it can lop off its own pincers and fire them like rockets.
741,oricorio-baile,fire,flying,0,381,This Oricorio has sipped red nectar. Its passionate dance moves cause its enemies to combust in both body and mind.
742,cutiefly,bug,fairy,0,382,Myriads of Cutiefly flutter above the heads of people who have auras resembling those of flowers.
743,ribombee,bug,fairy,742,382,Some of Ribombee’s pollen puffs are highly nutritious. They are sometimes sold as supplements.
744,rockruff,rock,none,0,383,This Pokémon has lived with people since times long ago. It can sense when its Trainer is in the dumps and will stick close by its Trainer’s side.
745,lycanroc-midday,rock,none,744,383,When properly raised from a young age&#44; it will become a trustworthy partner that will absolutely never betray its Trainer.
746,wishiwashi-solo,water,none,0,384,It’s awfully weak and notably tasty&#44; so everyone is always out to get it. As it happens&#44; anyone trying to bully it receives a painful lesson.
747,mareanie,poison,water,0,385,It’s found crawling on beaches and seafloors. The coral that grows on Corsola’s head is as good as a five-star banquet to this Pokémon.
748,toxapex,poison,water,747,385,Those attacked by Toxapex’s poison will suffer intense pain for three days and three nights. Post-recovery&#44; there will be some aftereffects.
749,mudbray,ground,none,0,386,It has a stubborn&#44; individualistic disposition. Eating dirt&#44; making mud&#44; and playing in the mire all form part of its daily routine.
750,mudsdale,ground,none,749,386,Its heavy&#44; mud-covered kicks are its best means of attack&#44; and it can reduce large trucks to scrap without breaking a sweat.
751,dewpider,water,bug,0,387,When it comes across enemies or potential prey&#44; this Pokémon smashes its water-bubble-covered head into them.
752,araquanid,water,bug,751,387,Despite what its appearance suggests&#44; it cares for others. If it finds vulnerable&#44; weak Pokémon&#44; it protectively brings them into its water bubble.
753,fomantis,grass,none,0,388,They give off a sweet and refreshing scent. Cutiefly often gather near the tall grass where Fomantis are hiding.
754,lurantis,grass,none,753,388,It fires beams from its sickle-shaped petals. These beams are powerful enough to cleave through thick metal plates.
755,morelull,grass,fairy,0,389,As it drowses the day away&#44; it nourishes itself by sucking from tree roots. It wakens at the fall of night&#44; wandering off in search of a new tree.
756,shiinotic,grass,fairy,755,389,It emits flickering spores that cause drowsiness. When its prey succumb to sleep&#44; this Pokémon feeds on them by sucking in their energy.
757,salandit,poison,fire,0,390,Volcanoes or dry&#44; craggy places are its home. It emanates a sweet-smelling poisonous gas that attracts bug Pokémon&#44; then attacks them.
758,salazzle,poison,fire,757,390,Filled with pheromones&#44; its poisonous gas can be diluted to use in the production of luscious perfumes.
759,stufful,normal,fighting,0,391,A touch from anyone except a known friend sends it into a surging frenzy. It’s an incredibly dangerous Pokémon.
760,bewear,normal,fighting,759,391,This Pokémon has the habit of hugging its companions. Many Trainers have left this world after their spines were squashed by its hug.
761,bounsweet,grass,none,0,392,Although it’s too sugary for human consumption&#44; Bounsweet’s sweat can be watered down into a juice with just the right amount of sweetness.
762,steenee,grass,none,761,392,This Pokémon is always bouncing around energetically. Other Pokémon are attracted by its lively appearance and pleasant aroma.
763,tsareena,grass,none,762,392,A Pokémon known for the beauty of its well-shaped legs&#44; it sometimes appears as a mascot in advertisements for beauty salons.
764,comfey,fairy,none,0,393,Baths prepared with the flowers from its vine have a relaxing effect&#44; so this Pokémon is a hit with many people.
765,oranguru,normal,psychic,0,394,Deep in the jungle&#44; high in the lofty canopy&#44; this Pokémon abides. On rare occasions&#44; it shows up at the beach to match wits with Slowking.
766,passimian,fighting,none,0,395,They battle with hard berries for weapons. Their techniques are passed from the boss to the group&#44; generation upon generation.
767,wimpod,bug,water,0,396,Its habitat varies from beaches to seabeds. A natural scavenger&#44; it will gleefully chow down on anything edible&#44; no matter how rotten.
768,golisopod,bug,water,767,396,It battles skillfully with its six arms&#44; but spends most of its time peacefully meditating in caves deep beneath the sea.
769,sandygast,ghost,ground,0,397,It takes control of anyone who puts a hand in its mouth. And so it adds to the accumulation of its sand-mound body.
770,palossand,ghost,ground,769,397,Buried beneath the castle are masses of dried-up bones from those whose vitality it has drained.
771,pyukumuku,water,none,0,398,These Pokémon line the beaches. The sticky mucous that covers their bodies can be used to soothe sunburned skin. How convenient!
772,type-null,normal,none,0,399,Due to the danger that this synthetic Pokémon may go on a rampage&#44; it wears a control mask to restrain its power.
773,silvally,normal,none,772,399,Although its name was Type: Null at first&#44; the boy who evolved it into this form gave it the name by which it is now known.
774,minior-red-meteor,rock,flying,0,400,Strong impacts can knock it out of its shell. This Pokémon was born from mutated nanoparticles.
775,komala,normal,none,0,401,The log it holds was given to it by its parents at birth. It has also been known to cling to the arm of a friendly Trainer.
776,turtonator,fire,dragon,0,402,It gushes fire and poisonous gases from its nostrils. Its dung is an explosive substance and can be put to various uses.
777,togedemaru,electric,steel,0,403,The long hairs on its back act as lightning rods. The bolts of lightning it attracts are stored as energy in its electric sac.
778,mimikyu-disguised,ghost,fairy,0,404,A lonely Pokémon&#44; it conceals its terrifying appearance beneath an old rag so it can get closer to people and other Pokémon.
779,bruxish,water,psychic,0,405,It stuns its prey with psychokinesis and then grinds them to mush with its strong teeth. Even Shellder’s shell is no match for it.
780,drampa,normal,dragon,0,406,This Pokémon is friendly to people and loves children most of all. It comes from deep in the mountains to play with children it likes in town.
781,dhelmise,ghost,grass,0,407,The soul of seaweed adrift in the waves became reborn as this Pokémon. It maintains itself with new infusions of seabed detritus and seaweed.
782,jangmo-o,dragon,none,0,408,They live in mountains where no trace of humans can be detected. Jangmo-o grow little by little as they battle one another.
783,hakamo-o,dragon,fighting,782,408,It sheds and regrows its scales on a continuous basis. The scales become harder and sharper each time they’re regrown.
784,kommo-o,dragon,fighting,783,408,Its rigid scales function as offense and defense. In the past&#44; its scales were processed and used to make weapons and other commodities.
785,tapu-koko,electric,fairy,0,409,It confuses its enemies by flying too quickly for the eye to follow. It has a hair-trigger temper but forgets what made it angry an instant later.
786,tapu-lele,psychic,fairy,0,410,As it flutters about&#44; it scatters its strangely glowing scales. Touching them is said to restore good health on the spot.
787,tapu-bulu,grass,fairy,0,411,The guardian deity of Ula’ula is a lazy Pokémon. It commands plants to immobilize its foes and then deals them a savage blow with its horns.
788,tapu-fini,water,fairy,0,412,The guardian deity of Poni&#44; it can control water. People say it can create pure water that will wash away any uncleanness.
789,cosmog,psychic,none,0,413,In ages past&#44; it was called the child of the stars. It’s said to be a Pokémon from another world&#44; but no specific details are known.
790,cosmoem,psychic,none,789,413,There’s something accumulating around the black core within its hard shell. People think this Pokémon may come from another world.
791,solgaleo,psychic,steel,790,413,This Pokémon is said to be a male evolution of Cosmog. At the activation of its third eye&#44; it departs for another world.
792,lunala,psychic,ghost,790,413,Said to live in another world&#44; this Pokémon devours light&#44; drawing the moonless dark veil of night over the brightness of day.
793,nihilego,rock,poison,0,414,One of the Ultra Beasts. It’s unclear whether or not this Pokémon is sentient&#44; but sometimes it can be observed behaving like a young girl.
794,buzzwole,bug,fighting,0,415,A mysterious life-form called an Ultra Beast. Witnesses saw it pulverize a dump truck with a single punch.
795,pheromosa,bug,fighting,0,416,One of the Ultra Beasts. It refuses to touch anything&#44; perhaps because it senses some uncleanness in this world.
796,xurkitree,electric,none,0,417,It appeared from the Ultra Wormhole. It raided a power plant&#44; so people think it energizes itself with electricity.
797,celesteela,steel,flying,0,418,One kind of Ultra Beast. Witnesses have seen it burn down a forest by expelling gas from its two arms.
798,kartana,grass,steel,0,419,One of the Ultra Beast life-forms&#44; it was observed cutting down a gigantic steel tower with one stroke of its blade.
799,guzzlord,dark,dragon,0,420,A dangerous Ultra Beast&#44; it appears to be eating constantly&#44; but for some reason its droppings have never been found.
800,necrozma,psychic,none,0,421,Light is apparently the source of its energy. It has an extraordinarily vicious disposition and is constantly firing off laser beams.
801,magearna,steel,fairy,0,422,Its mechanized body is merely a vessel. Its true self is its Soul-Heart&#44; an artificial soul.
802,marshadow,fighting,ghost,0,423,It lurks in the shadows of others&#44; copying their movements and powers. This Pokémon is craven and cowering.
